Map|Map description|mod|numSSG|numNG|numSNG|numGL|numRL|numLG|numShellsSmall|numShellsBig|numNailsSmall|numNailsBig|numCellsSmall|numCellsBig|numRocketsSmall|numRocketsBig|numHealthSmall|numHealthBig|numMegaHealth|numGA|numYA|numRA|numQuads|numRings|numPents|numEnviroSuits|numSpawns|numTeleports|numSecrets|numSecretDoors
grandm1|Big Square   By GrrandMaMa|dm|1|1|2|1|2|2|0|2|3|2|6|0|11|1|0|13|1|0|2|1|1|0|1|0|5|4|0|1
grandm2|L eclairage|dm|2|2|2|2|2|2|2|2|0|4|4|1|4|0|8|7|1|1|2|1|1|0|1|0|15|8|2|2
grandm3|Fables of Faubus|dm|1|1|1|1|2|0|1|2|1|2|0|0|1|1|5|5|0|1|1|1|0|0|0|0|4|3|0|0
grayscal|grayscale   clone|dm|2|0|1|1|2|1|0|0|0|2|3|0|3|0|0|6|1|2|1|1|1|0|0|0|4|2|0|0
grdm1b11|The Sacrifice\by Gromm\beta 11|dm|1|1|2|1|1|1|1|0|6|2|3|0|4|0|3|7|2|1|1|1|1|1|0|0|11|4|0|0
greece1on1|Greece Arena   by Trall|dm|1|0|0|1|2|1|3|0|0|0|1|1|4|0|0|9|1|1|1|1|0|0|0|0|7|4|0|0
grehouse|(null)|dm|1|1|1|1|1|1|5|0|0|6|3|0|3|0|0|6|1|1|1|1|1|1|1|1|7|4|0|0
grenyard|GreenYard by Borys 97|dm|0|1|1|1|2|1|0|7|8|0|0|8|0|7|0|0|0|2|1|1|1|0|0|0|6|0|0|0
greybox_wip01|greybox v0 4 by gb|dm|1|1|1|2|1|1|3|0|1|2|2|0|1|1|1|6|1|1|1|1|1|0|0|0|8|5|0|0
greybox_wip05|greybox v0 5 by gb|dm|2|1|1|2|1|1|3|0|1|2|2|0|1|1|1|6|1|1|2|1|1|0|0|0|8|5|0|0
greywrld|http   titan glo be ozric|dm|1|0|1|1|1|1|1|0|0|7|0|1|8|0|0|15|1|1|0|1|1|0|0|0|8|4|0|0
grim| grim by qurnel |dm|2|1|1|1|1|0|4|2|1|5|0|0|2|1|8|5|1|1|1|0|1|1|1|0|8|2|0|0
grind07|The Grind   rocketman|dm|2|0|2|2|2|4|3|0|0|3|4|0|3|0|0|3|0|0|0|0|0|0|0|0|11|0|0|0
grippdm1|Collision Course    Mike Ruete   Gripp|dm|1|0|2|3|4|2|0|0|0|0|0|0|0|0|0|14|1|2|0|0|1|0|0|0|12|0|0|0
grostarindm2|Grostarin DM2|dm|1|1|1|1|2|2|2|0|4|0|0|3|2|3|1|15|1|2|1|1|1|0|0|0|6|8|0|0
gs|gs   Get Some    rocketman\615k|dm|1|0|0|1|1|1|1|0|0|0|2|2|6|0|0|6|1|0|1|0|1|0|0|0|8|2|0|0
gs1dm1|Naked Beatroot   By GrindSpire|dm|1|0|1|1|1|1|2|0|0|3|3|0|3|0|0|2|0|0|0|0|0|0|0|0|8|1|0|0
gs1dm2|Solar Plexus   By GrindSpire|dm|1|0|1|1|1|1|5|0|0|7|6|0|6|0|0|4|0|0|1|1|1|0|0|0|8|8|0|0
gscale|grayscale   clone|dm|2|0|1|1|2|1|0|0|0|2|3|0|3|0|0|6|1|2|1|1|1|0|0|0|1|2|0|0
gta|(null)|dm|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
gunman01|Pathways|dm|3|3|1|1|1|0|23|6|2|20|0|0|13|1|1|20|1|2|1|1|1|1|0|0|12|2|0|1
gunner|(null)|dm|2|2|1|2|0|1|5|0|0|2|1|1|2|1|0|5|1|0|1|1|1|0|0|0|4|1|0|0
gutz|Gutz   by Limpy |dm|3|4|1|1|1|1|2|0|2|0|0|2|4|1|0|0|0|1|0|1|0|0|0|0|6|0|0|0
gw2hell|Gateway to hell|dm|0|0|1|1|1|0|0|0|4|0|0|0|0|4|0|0|2|0|0|1|1|0|0|0|3|1|3|0
gw99|gloomworld 99|dm|1|0|1|1|2|1|4|0|0|10|1|3|13|0|0|6|1|2|1|1|1|0|0|0|7|7|0|0
gworld|Gloomworld by Eugenius|dm|1|1|1|1|2|0|8|0|0|10|0|0|4|3|0|8|1|2|1|1|1|0|0|0|7|7|0|0
gygax|Gygax by A  Gottfridsson|dm|1|1|1|0|1|1|2|0|0|4|0|0|1|0|0|4|0|0|1|0|1|0|0|0|5|2|0|2
h1m7|Official SyntAXError vs Butcher Team    Level by Hardy SecT|dm|2|2|2|2|1|0|3|0|0|4|0|0|6|2|0|13|1|0|0|0|1|0|0|0|10|1|0|0
h20|h20|dm|6|1|2|2|1|1|7|4|6|6|6|2|6|6|0|40|1|7|1|1|1|0|0|0|10|3|0|0
h2h|Head2Head|dm|1|1|0|1|0|0|2|0|0|2|0|0|1|0|0|4|0|0|1|0|0|0|0|0|5|1|0|0
fribdev1_3|   W E   e  |dm|1|0|1|1|2|1|0|0|2|0|0|4|0|2|4|2|1|1|1|1|1|0|0|0|7|4|0|0
fribweb1|Webby s World   Special Edition\by   Mr  ribble   |dm|2|0|0|1|3|1|0|1|0|0|2|5|5|0|4|2|1|2|2|1|0|0|0|0|6|3|0|0
frikslo5|Thy Bacon Consumed|dm|1|1|1|1|2|1|2|0|0|4|2|0|6|0|0|14|0|1|1|1|0|0|1|0|12|2|0|0
frikspd3|Intergalactic Baconburger|dm|0|0|1|1|3|1|1|0|0|2|2|0|8|0|0|14|1|1|1|0|0|0|0|0|8|4|0|0
frikspd4|Green Eggs And Bacon|dm|0|0|1|1|2|1|0|0|0|2|2|0|6|0|0|11|0|1|1|0|1|0|0|0|12|0|0|0
frobodm1|Frobodm1|dm|1|0|0|1|1|1|3|1|0|0|3|0|0|1|2|8|1|0|1|1|0|0|0|0|7|1|0|1
frobodm2| Frobodm2 |dm|1|1|0|1|2|0|0|0|0|3|0|0|1|3|1|9|2|0|3|2|1|0|0|0|9|4|0|0
frobodm5|Frobodm5|dm|0|0|1|1|1|2|0|0|0|1|0|4|1|0|5|3|1|0|1|1|0|0|1|0|6|2|0|0
frontier|Final Frontier   adamllis ellis adam gmail|dm|0|0|2|0|2|1|0|0|0|4|2|1|4|0|6|3|1|2|1|0|1|0|0|0|10|3|0|0
fs01|Fragstation1   rocketman|dm|1|1|1|1|1|1|9|0|0|10|4|0|9|0|0|10|0|0|0|2|2|0|2|0|8|2|0|0
fsbase|FSBASE     By RanciD|dm|2|1|2|1|2|1|4|1|1|9|3|1|3|2|4|10|1|0|1|1|1|0|1|0|11|3|0|1
fsdm1|(null)|dm|1|0|2|1|1|1|0|0|3|4|1|2|3|0|0|5|1|2|1|1|1|0|0|0|7|4|0|0
fsdm1a|(null)|dm|1|1|2|1|1|1|0|0|4|4|1|2|3|0|0|5|1|2|1|1|1|0|0|0|7|4|0|0
fsdm2|FIRE   WALK WITH ME |dm|1|0|3|2|2|1|0|0|7|3|4|0|2|0|0|7|1|3|1|1|1|0|0|0|6|6|0|0
fsdm3|FS Deathmatch Three|dm|1|1|2|1|1|1|0|0|6|6|3|0|1|1|0|7|1|2|1|1|1|0|0|0|5|6|0|0
ft!|FT    Full Tilt    A Rocketman Map|dm|1|0|2|2|2|1|1|0|0|2|3|0|6|0|0|5|1|0|1|1|1|0|0|0|4|1|0|1
funhouse|Gloom FunHouse |dm|1|1|1|1|2|1|2|0|0|3|2|0|5|0|5|7|1|2|2|1|0|1|0|0|7|0|0|0
funny5|funny5|dm|1|1|1|1|2|1|1|3|3|1|2|2|4|0|0|14|2|1|2|2|0|1|0|0|4|4|0|0
furnace2|(null)|dm|0|1|1|1|2|1|0|0|2|0|2|1|2|1|0|6|1|0|1|1|1|1|0|0|6|0|0|0
fuster|fustercluck|dm|2|1|2|1|2|1|0|3|5|0|0|3|0|4|7|3|1|1|1|2|1|0|0|0|9|0|2|0
fuzzn|Fuzzn|dm|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|13|8|0|0
fuzzyblu|Fuzzy Blue|dm|3|2|2|1|1|1|0|0|4|2|0|0|1|6|0|4|0|0|1|0|1|1|1|0|8|9|1|0
f_dream|The Fraudulent Dream|dm|1|1|0|1|2|1|1|0|3|0|3|1|5|1|3|0|1|2|0|1|0|0|0|0|4|6|0|0
g10|RUSSIAN QUAKE TEAM|dm|5|1|1|2|2|0|2|0|0|6|0|0|2|0|0|6|0|0|0|0|0|0|0|0|8|0|0|0
g10a|RUSSIAN QUAKE TEAM|dm|5|1|1|2|2|0|2|0|0|6|0|0|2|0|0|6|0|0|0|0|0|0|0|0|8|0|0|0
g12| RUSSIAN QUAKE TEAM |dm|8|4|6|3|3|0|6|0|0|22|0|0|10|0|0|18|2|2|4|1|1|0|0|0|16|0|0|0
g14a|(null)|dm|8|2|4|2|4|0|8|0|0|8|0|0|8|0|0|8|0|4|0|1|0|0|0|0|16|0|0|0
g16|(null)|dm|8|2|1|1|3|0|0|0|0|4|0|0|1|0|0|4|0|2|0|0|0|0|0|0|9|0|0|0
g18|(null)|dm|11|2|3|3|3|0|0|0|0|10|0|0|4|0|0|9|1|2|4|1|0|0|0|0|14|0|0|0
g23|(null)|dm|11|0|6|2|4|0|2|0|0|5|0|0|0|0|0|9|0|3|0|1|0|0|0|0|11|0|0|0
g24|RUSSIA QUAKE TEAM|dm|15|4|6|5|5|0|0|0|0|3|0|0|1|0|0|9|4|1|2|2|0|0|0|0|24|0|0|0
g26|(null)|dm|9|3|6|4|8|0|0|0|0|3|7|0|2|0|0|7|1|2|2|2|0|0|0|0|16|0|0|0
g29|(null)|dm|5|0|3|3|3|0|0|0|0|4|0|0|4|0|0|7|1|1|1|1|0|0|0|0|13|0|0|0
g30|(null)|dm|12|3|5|3|5|0|0|0|0|10|7|0|10|0|0|8|2|2|1|2|0|0|0|0|23|0|0|0
g32|(null)|dm|9|3|5|3|5|0|0|0|0|0|12|0|0|0|0|9|2|2|1|3|0|0|0|0|16|0|0|5
g9|(null)|dm|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|8|0|0|0
gaga|GagA|dm|2|2|1|1|1|1|1|6|10|1|0|4|0|6|6|8|1|1|1|1|1|1|2|0|11|6|2|1
galore|Gibs Galore  9 Beta By ZeNTRoN|dm|1|0|1|1|2|1|2|0|0|2|2|0|5|0|0|0|0|1|1|0|1|1|0|0|5|4|2|0
ganymede|Ganymede|dm|1|1|1|1|1|1|4|0|0|4|5|0|6|0|0|5|2|2|1|1|1|1|1|0|5|2|0|0
gap|Gap|dm|2|1|1|1|1|1|4|0|0|1|2|0|2|0|1|2|1|1|1|0|1|0|0|0|9|2|0|0
garden|The Thorn Garden|dm|7|2|1|1|1|1|3|0|0|5|2|0|0|0|2|4|1|1|0|1|0|1|1|0|8|3|4|1
gator09|Florida Gators      KF |dm|4|4|3|3|3|1|0|0|0|16|0|0|15|1|0|12|5|2|2|2|2|2|2|0|8|0|0|0
gauntlet|The Gauntlet|dm|3|1|1|2|2|1|6|0|0|8|4|0|10|0|0|17|1|0|0|1|1|1|0|0|12|5|0|0
gblade|GUILLOTINE S BLADE|dm|3|2|4|2|1|0|4|0|1|6|0|0|3|0|0|10|2|1|1|0|1|0|0|0|28|1|0|0
gbs|(null)|dm|1|1|1|1|1|1|7|0|0|6|2|0|2|0|0|8|1|0|1|1|1|0|0|0|6|3|0|0
gdm1| High Voltage |dm|1|1|1|1|2|1|2|1|1|2|0|3|2|1|4|1|1|2|1|1|0|0|0|0|7|3|0|0
gdm1a|GDM1A   BY GOBLIN|dm|6|0|2|1|1|1|4|0|0|6|1|0|3|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0
gdm2|Krass Man s Pit|dm|2|2|1|1|1|1|4|0|0|4|4|0|4|0|0|12|0|1|1|1|2|1|1|0|16|3|0|0
gemdm1| P              emein|dm|2|0|1|1|1|0|0|2|2|0|0|0|0|2|0|3|0|1|1|0|0|0|0|0|4|0|0|0
gencldm5|GeNCldm5  Tarantula|dm|2|2|1|2|2|2|3|5|3|7|1|1|1|5|8|2|1|0|1|1|1|1|0|0|14|2|0|0
gencldm6|GeNCldm6  Radical rage|dm|1|1|1|1|1|1|3|1|1|4|0|2|0|4|1|4|1|1|1|0|0|0|0|0|7|0|0|0
gencldm8|GeNCldm8  Rip da Gib           by  G NZ    Gonzo 6 hotmail com|dm|2|2|2|2|2|1|4|4|6|0|2|3|3|7|4|5|1|1|1|1|1|0|0|0|8|6|0|0
gencldm9|GeNCLDM9  Scythe|dm|2|3|2|3|3|1|3|2|3|5|4|2|5|1|5|6|2|2|1|2|0|0|0|0|19|2|0|0
gendm1|GeNDM1  Trash\by GeN|dm|2|2|3|5|4|3|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|16|0|0|0
gendm2|HYPERALGESIE BY GeN|dm|0|0|3|2|4|2|3|3|3|7|3|3|6|2|6|9|1|3|2|1|1|0|0|0|12|4|0|0
genepool|     e e    l      By Dandy|dm|2|2|1|2|2|1|3|0|0|4|5|3|9|1|0|12|1|1|2|2|1|0|1|1|6|3|0|0
genji|MindFuck s lev |dm|2|2|2|1|1|2|4|0|0|8|4|0|2|0|0|16|0|1|1|1|1|1|1|0|14|14|0|4
genji2|MindFuck s Level |dm|4|4|4|1|1|4|8|0|0|17|9|0|2|0|0|36|0|1|1|1|2|2|1|0|28|26|0|12
genji3|MindFuck s Level |dm|5|4|6|2|2|5|12|0|0|23|12|0|6|0|0|57|0|2|2|2|3|3|1|2|33|29|0|9
genocide|XL Genocide Crush|dm|1|0|1|1|2|1|4|0|0|6|7|0|8|0|0|6|1|0|1|1|1|1|0|0|8|0|0|0
geo|(null)|dm|2|0|1|1|2|1|4|0|0|3|0|2|0|3|0|0|2|1|1|1|0|1|0|0|6|1|0|0
geodm1|                  |dm|1|0|2|1|2|1|0|0|3|0|2|0|2|0|4|4|1|2|1|1|0|0|0|0|6|5|0|0
ghost|Ghost Town Part 3|dm|0|0|0|7|6|1|2|0|0|0|2|0|4|1|2|6|3|3|2|2|0|0|0|0|7|0|0|0
ghqvoteq|                              Q    l y o e     |dm|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|16|0|0|0
gibbet| The Gibbet  by Frogger|dm|1|1|1|1|1|0|2|0|0|4|0|0|3|0|0|4|1|1|1|1|1|0|0|0|8|2|0|0
gibcityq1dm1|(null)|dm|0|0|2|2|2|0|6|0|0|6|0|0|4|0|0|4|0|0|2|0|1|1|1|0|6|0|0|0
gibdel|Gibber s Delight|dm|1|1|1|1|1|0|2|0|0|2|0|0|5|0|1|4|0|0|1|0|0|1|0|0|5|3|0|0
gibdog|the Devil is hungry |dm|9|4|1|0|1|1|16|0|0|6|2|0|2|0|16|20|1|8|2|1|1|2|1|0|9|10|0|0
fire|Fire  Walk With Me |dm|2|1|1|0|2|0|1|2|1|6|0|0|4|2|4|6|2|1|1|1|0|1|1|1|5|3|0|2
fire3|fIREZTAR 3   BY fIREZTAR HEM PASSAGEN SE|dm|7|2|3|2|1|1|9|0|0|5|1|0|2|0|0|5|0|1|1|0|2|0|0|0|5|1|0|0
fit|(null)|dm|0|0|1|1|2|0|0|0|2|0|0|0|1|7|0|4|0|0|0|2|2|0|0|0|4|0|0|0
fleshar1|Flesh Arena by Soylent|dm|4|0|4|4|4|4|0|0|8|0|0|8|0|8|0|12|1|0|2|8|0|0|0|0|8|14|0|0
fleshar2|Virtual Arena by NiOXiN|dm|4|0|4|4|4|4|0|8|16|0|0|20|0|28|0|4|1|0|2|4|0|1|0|0|4|8|0|0
fleshdm|Diabolicon by Soylent|dm|4|0|2|2|2|2|1|5|6|0|2|7|5|7|6|15|4|2|1|3|2|2|2|0|30|5|0|0
fleshdm1|Diabolicon by Soylent|dm|6|0|2|2|2|2|1|5|6|0|2|7|6|8|6|16|4|2|1|3|2|2|2|0|30|5|0|0
flip|(null)|dm|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|8|0|0|0
flipad|Divertiooooss   |dm|1|1|1|1|1|1|0|2|2|2|0|2|0|2|0|0|0|0|0|0|0|1|0|0|3|0|0|0
flood|Entering  The Flood |dm|1|2|1|1|1|1|3|0|3|4|4|0|4|0|0|7|0|0|1|1|0|0|1|0|9|0|0|0
flydm1|Der Fette Level|dm|1|2|2|1|1|1|2|0|0|0|2|0|2|0|0|9|0|1|1|0|1|1|0|0|10|9|0|0
fmatic|Welcome to Frag Matic  by Darrell|dm|3|0|2|1|1|1|3|0|0|7|2|0|3|0|0|8|0|0|1|1|2|0|0|0|9|2|0|0
fmc| full metal contact by qurnel |dm|1|0|1|1|2|1|1|1|0|3|2|1|3|0|6|3|1|2|1|1|0|0|0|0|6|3|0|0
follie|Franco s Follie|dm|1|1|1|1|2|1|4|0|0|2|0|2|1|1|3|6|1|1|0|1|1|1|0|0|6|3|0|0
fonti|Fonti MAP|dm|4|1|1|1|1|0|0|2|2|0|0|0|0|3|0|0|0|0|1|1|0|0|0|0|8|0|0|0
forest|The Forest   |dm|1|0|2|2|0|1|0|0|0|4|0|0|0|0|0|7|0|0|0|0|0|0|0|0|13|1|0|0
forge|Forge of Repent|dm|2|0|3|4|4|1|0|0|3|0|1|0|7|0|0|22|1|1|5|2|0|0|0|0|23|6|0|0
forhall|The Forbidden Hallways|dm|1|0|1|1|1|1|0|2|4|0|0|2|0|4|4|8|1|1|1|1|1|1|1|0|17|6|5|0
fornax|Entering JONLEVEL|dm|2|1|2|1|1|1|4|0|0|4|4|0|8|0|0|1|0|1|1|1|0|0|0|0|6|0|0|0
fort01|(null)|dm|2|0|0|1|3|1|0|1|0|0|2|4|4|2|8|2|4|2|2|2|1|1|1|0|18|0|0|0
fortres2|Dark Fortress Two   Not to be sold as a Quake add on|dm|1|2|1|2|2|0|1|0|0|5|0|0|4|0|0|9|0|1|2|1|2|1|1|1|8|6|0|7
fortress|fortress of death|dm|1|0|1|1|3|1|3|0|4|2|2|10|2|5|1|20|2|1|4|3|1|0|0|0|5|7|0|0
fortsge|Fort Siege|dm|0|1|4|2|4|0|2|0|0|8|0|0|8|0|0|3|0|0|2|0|0|1|0|0|2|0|0|0
fortsins|Fortress of Sins  by Zorilla|dm|1|1|1|1|1|1|0|1|1|1|0|2|3|0|10|4|0|1|1|1|1|0|0|0|10|0|0|0
four|The Four Horsemen|dm|1|1|1|1|2|1|2|2|2|2|1|2|1|1|4|4|1|1|1|1|1|1|0|1|7|12|0|0
fourelev|(null)|dm|1|1|1|1|1|0|0|4|4|0|0|0|0|4|0|4|1|0|0|1|1|1|0|0|8|4|0|0
fpp|fried potatoes   pineapples|dm|1|0|1|1|1|1|4|0|0|3|3|0|1|0|2|3|1|1|0|0|0|0|0|0|6|2|0|0
fqcpanic|panic in pain  FQC |dm|3|1|1|1|1|0|6|0|4|3|0|0|6|1|3|2|2|1|1|1|1|0|0|0|13|16|0|0
fqdm1|Shrine in the swamps|dm|1|0|1|1|1|1|3|0|0|2|3|0|5|1|3|6|2|2|2|1|1|1|1|1|10|4|0|0
fqdm4|epitaph|dm|1|1|1|3|4|2|0|3|3|0|0|3|0|3|0|0|4|1|2|1|2|1|1|0|18|6|0|1
frag|QurneL s   FraG  |dm|1|1|1|1|2|1|0|2|5|0|2|4|3|1|0|11|1|3|1|1|0|0|0|0|7|2|0|0
frag97|The Fragapalooza Hangar|dm|1|0|1|3|4|1|2|2|1|0|0|2|0|9|0|9|2|0|1|1|1|1|0|0|16|0|0|0
fragarea|Well Hello There   |dm|1|5|1|1|3|0|0|0|0|24|0|0|12|0|0|6|0|2|0|0|1|0|1|0|8|2|0|0
fragca|Castle Fragenstein|dm|2|0|4|2|2|1|0|0|4|4|7|1|12|0|4|8|1|4|0|1|0|0|0|0|16|0|0|0
fragcast|Frag Castle |dm|5|2|3|8|9|3|2|0|0|3|0|1|8|0|0|0|0|1|0|0|1|0|0|0|24|0|0|0
fragcst2|Welcome to Frag Castle 2 |dm|4|1|2|5|5|0|3|0|0|3|0|0|3|0|2|0|0|1|0|0|0|0|0|0|15|0|0|0
fragfes1|Rocketman s Fragfest|dm|2|0|4|3|3|1|2|1|3|4|0|2|6|1|0|4|1|0|1|0|1|1|0|0|7|0|0|0
fragfes3|(null)|dm|1|2|3|1|1|1|2|0|0|3|0|2|5|5|0|3|1|2|3|0|1|0|0|0|8|5|0|0
fragfes4| Somatic s Fragfest   Inspired by Rocketman s fragfes1 and fragfest|dm|3|0|2|2|3|1|3|0|0|5|5|0|7|0|0|5|0|0|2|1|0|0|0|0|7|0|0|0
fragfest|fragfest|dm|2|1|2|1|2|1|2|0|1|5|0|2|6|1|0|4|1|0|1|0|1|1|0|0|7|0|0|0
fragfst2|FragFest II|dm|1|1|1|1|1|1|0|7|7|0|0|5|0|8|0|15|0|2|0|0|0|0|0|0|18|24|0|0
fragment|Fragments   by NeoRider|dm|1|1|1|2|2|1|0|0|4|0|2|2|7|0|5|4|1|1|1|1|1|0|1|0|8|2|0|0
fragsm|(null)|dm|3|1|2|10|12|1|2|0|0|1|0|0|1|0|2|2|0|2|1|1|0|0|0|0|19|0|0|0
fragteh1|FRAGTECH1 by BORYS 97|dm|2|1|3|2|3|2|0|7|9|0|0|10|0|9|0|10|3|4|2|2|2|1|2|0|31|2|0|0
fragteh2|FRAGTEH2 by Borys 97|dm|1|1|1|2|1|1|0|4|4|0|0|4|0|4|0|0|1|1|1|1|1|0|0|0|6|2|0|0
fragtown16a_coop|Fragtown16   Redmond|dm|15|8|14|21|21|5|0|0|0|0|1|0|0|0|3|0|4|2|6|1|1|0|0|0|41|0|0|0
fragtw16|Fragtown16   Redmond|dm|15|8|14|21|21|5|0|0|0|0|1|0|0|0|3|0|4|2|6|1|1|0|0|0|41|0|0|0
fragtwcb|Fragtown DM   Hoboken|dm|9|3|6|16|12|2|3|0|0|6|0|0|2|0|5|1|1|2|4|1|1|0|0|0|29|0|0|0
fragtwn1|Fragtown 1   The Bronx|dm|6|4|2|5|11|2|1|0|0|4|0|0|2|0|5|0|0|1|1|0|1|0|0|0|16|0|0|0
fragtwn2|Fragtown 2   Motor City|dm|3|2|3|4|8|1|1|0|0|2|0|0|1|1|5|0|0|0|1|0|0|0|0|0|9|0|0|0
fragtwn3|FragTown 3   Hillsdale|dm|6|0|3|6|7|1|3|0|0|4|1|0|0|0|7|0|0|0|1|0|1|0|0|0|13|0|0|0
fragtwn4|Fragtown 4   East La|dm|4|2|3|6|6|2|0|0|0|3|0|0|0|0|5|0|0|1|1|0|1|1|0|0|13|0|0|0
fragtwn5|FragTown 5   Dallas|dm|5|3|2|6|13|4|3|0|0|4|1|0|5|0|5|3|0|4|2|1|1|0|0|0|17|0|0|0
fragtwn6|Fragtown 6  Pirates Cove|dm|10|4|6|10|8|3|7|0|0|7|6|0|7|0|13|1|2|3|1|0|3|1|0|7|40|0|0|0
fragtwn7|Fragtown 7   Chicago|dm|10|7|7|11|20|3|2|0|0|1|0|0|2|0|8|0|0|3|2|1|1|0|0|0|41|0|0|0
fragyard|    Fragyard    |dm|4|2|5|3|2|2|0|0|0|0|2|0|4|0|0|0|0|0|0|0|1|0|0|0|11|0|0|0
fragyou|Rob s Level|dm|1|2|1|1|1|1|1|0|0|1|1|0|1|0|0|4|0|1|0|0|0|0|0|0|17|0|0|0
frag_ra1|Rocketman s Fragfest Rocket Arena\http   come to rocketland|dm|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|7|0|0|0
frdm1|Frag Onard s world   Gotcha  made by Frag Onizer aka francois xavier delmotte devinci fr|dm|1|1|1|2|2|1|6|0|0|6|5|0|6|0|0|12|0|2|1|1|0|0|0|0|16|6|0|0
frdm10|R lyeh   par Nurgle|dm|2|2|2|1|2|1|2|1|2|1|2|4|5|4|7|6|3|2|1|1|1|1|1|1|22|10|0|0
frdm2|Panic In Pain  FCP |dm|1|2|1|1|1|1|6|0|3|0|5|1|0|5|5|3|1|1|0|1|1|1|0|0|23|3|0|0
frdm3|(null)|dm|2|3|2|2|2|2|6|0|0|19|15|0|18|0|0|20|0|3|2|1|2|1|0|0|15|6|0|0
frdm4|The Rotten Place|dm|1|1|1|1|2|1|1|0|3|2|0|4|0|8|0|8|1|2|1|1|1|1|0|0|13|11|0|0
frdm5|(null)|dm|1|0|1|2|3|1|2|0|0|3|5|0|8|0|0|10|1|2|1|1|1|0|1|1|11|10|0|1
frdm6|(null)|dm|1|1|1|2|2|1|4|0|0|6|5|0|7|0|0|10|0|2|1|1|1|0|0|0|17|5|0|0
frdm7|MEGA TEUF|dm|1|1|2|2|3|2|3|0|0|13|9|0|11|0|0|25|1|1|3|2|1|1|1|0|13|5|0|0
frdm8|Easy Frags Map    ITAKE|dm|1|1|1|1|2|1|0|3|4|0|0|3|0|5|0|10|1|2|1|1|1|0|0|0|7|5|0|0
frdm9|Zbouar |dm|0|1|1|1|1|1|3|0|0|3|2|1|2|0|1|3|1|0|1|1|0|0|0|0|12|0|0|0
fredcast|(null)|dm|3|2|2|2|0|1|4|0|0|8|3|0|6|0|0|8|0|0|0|1|1|0|0|0|10|4|0|0
fredz9|(null)|dm|4|3|4|4|1|1|0|0|0|6|2|0|6|0|0|25|0|0|2|1|1|0|0|0|14|0|0|0
freefall|Freefall by DD|dm|1|0|0|1|2|1|0|1|0|0|1|1|2|1|0|4|1|0|1|1|0|0|0|0|6|1|0|0
freefallq|Freefall  Q  by DD|dm|1|0|0|1|2|1|0|1|0|0|1|1|2|1|0|4|1|0|1|1|1|0|0|0|6|1|0|0
freehold|Down|dm|1|1|2|1|2|0|2|0|0|4|0|0|3|0|0|8|0|1|2|1|1|0|1|0|6|3|0|0
freign03|Shattered Souls by fire reign  Fire Productions Inc  calls shattered souls a MAPsterpiece|dm|0|0|2|1|2|2|0|0|4|2|6|2|2|10|0|10|1|0|2|2|1|1|1|0|3|9|0|0
freign05|freign05   Urban Frag by fire reign|dm|1|1|1|1|3|1|4|0|2|4|0|8|3|4|2|5|1|1|1|1|1|1|0|0|4|4|0|0
fribdev1|   W E   e  |dm|1|0|1|1|2|1|0|0|2|0|0|4|0|2|4|2|1|1|1|1|1|0|0|0|7|4|0|0
fribdev1_2|   W E   e  |dm|1|0|1|1|2|1|0|0|2|0|0|4|0|2|4|2|1|1|1|1|1|0|0|0|7|4|0|0
enigma|the divine enigma   by kaiser|dm|0|1|1|1|2|0|1|0|0|4|0|0|5|0|0|6|0|0|1|1|1|0|0|0|5|4|0|0
enigma1|Enigma   by XeNoN|dm|1|1|1|1|1|1|0|6|5|2|0|4|3|4|0|12|1|0|1|1|1|0|0|0|4|2|0|0
ennogeht|(null)|dm|5|2|0|2|2|2|4|1|3|2|3|2|7|0|0|11|1|1|2|1|1|1|1|0|16|7|0|0
enraged|Enraged   by Jago  with Bambuz |dm|1|0|2|1|1|1|3|0|0|6|3|0|3|0|1|8|1|0|1|1|1|1|0|0|8|1|0|0
enterc|Entercorsed by dloader yoss canweb net   jD  |dm|1|0|1|1|2|1|7|0|0|2|1|0|1|0|0|4|0|0|1|0|1|0|0|0|7|2|0|0
enterhot|enter the dragon|dm|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|15|0|1|1
enthor15|Eternal Horror   By FLooD|dm|1|0|1|1|2|1|5|0|3|2|2|0|2|2|4|7|1|2|1|0|0|1|0|0|3|3|0|0
entry|Unlawful Entry by Bugsy sWeMoB|dm|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|4|2|0|0
eod|E O D            clone                                                           cic|dm|3|1|2|2|2|1|3|0|0|2|4|0|6|0|0|8|1|2|2|2|1|0|0|0|6|4|0|0
